killi_prot	gene_id	ensembl_gene_id	Human_Gene_Symbol
KAF7230274.1	G4P62_004081	ENSG00000173744	AGFG1
KAF7230276.1	G4P62_004083	ENSG00000114331	ACAP2
KAF7230277.1	G4P62_004084	ENSG00000174327	SLC16A13
KAF7230278.1	G4P62_004085	ENSG00000080822	CLDND1
KAF7230279.1	G4P62_004086	ENSG00000132744	ACY3
KAF7230280.1	G4P62_004086	ENSG00000132744	ACY3
KAF7230281.1	G4P62_004087	ENSG00000110048	OSBP
KAF7230282.1	G4P62_004087	ENSG00000110048	OSBP
KAF7230283.1	G4P62_004087	ENSG00000110048	OSBP
KAF7230284.1	G4P62_004087	ENSG00000110048	OSBP
KAF7230285.1	G4P62_004088	ENSG00000172725	CORO1B
KAF7230286.1	G4P62_004088	ENSG00000172725	CORO1B
KAF7230287.1	G4P62_004088	ENSG00000172725	CORO1B
KAF7230288.1	G4P62_004089	ENSG00000110042	DTX4
KAF7230289.1	G4P62_004090	ENSG00000188981	MSANTD1
KAF7230290.1	G4P62_004091	ENSG00000159788	RGS12
KAF7230291.1	G4P62_004091	ENSG00000159788	RGS12
KAF7230292.1	G4P62_004091	ENSG00000159788	RGS12
KAF7230293.1	G4P62_004092	ENSG00000109758	HGFAC
KAF7230294.1	G4P62_004093	ENSG00000175920	DOK7
KAF7230295.1	G4P62_004093	ENSG00000175920	DOK7
KAF7230296.1	G4P62_004094	ENSG00000184160	ADRA2C
KAF7230297.1	G4P62_004095	ENSG00000188620	HMX3
KAF7230298.1	G4P62_004096	ENSG00000188816	HMX2
KAF7230299.1	G4P62_004097	ENSG00000155275	TRMT44
KAF7230300.1	G4P62_004098	ENSG00000061938	TNK2
KAF7230301.1	G4P62_004098	ENSG00000061938	TNK2
KAF7230302.1	G4P62_004099	ENSG00000188313	PLSCR1
KAF7230303.1	G4P62_004100	ENSG00000116273	PHF13
KAF7230304.1	G4P62_004101	ENSG00000288485	ELP5
KAF7230305.1	G4P62_004102	ENSG00000288307	CTDNEP1
KAF7230306.1	G4P62_004103	ENSG00000170296	GABARAP
KAF7230307.1	G4P62_004104	ENSG00000288325	GPS2
KAF7230308.1	G4P62_004105	ENSG00000288145	EIF5A
KAF7230309.1	G4P62_004105	ENSG00000288145	EIF5A
KAF7230311.1	G4P62_004106	ENSG00000288504	YBX2
KAF7230312.1	G4P62_004107	ENSG00000073282	TP63
KAF7230313.1	G4P62_004108	ENSG00000197056	ZMYM1
KAF7230314.1	G4P62_004109	ENSG00000226437	TRIM39
KAF7230315.1	G4P62_004109	ENSG00000226437	TRIM39
KAF7230316.1	G4P62_004109	ENSG00000226437	TRIM39
KAF7230317.1	G4P62_004109	ENSG00000226437	TRIM39
KAF7230318.1	G4P62_004109	ENSG00000226437	TRIM39
KAF7230319.1	G4P62_004110	ENSG00000042493	CAPG
KAF7230320.1	G4P62_004110	ENSG00000042493	CAPG
KAF7230321.1	G4P62_004110	ENSG00000042493	CAPG
KAF7230322.1	G4P62_004111	ENSG00000284832	POLR2A
KAF7230323.1	G4P62_004112	ENSG00000177311	ZBTB38
KAF7230324.1	G4P62_004112	ENSG00000177311	ZBTB38
KAF7230325.1	G4P62_004112	ENSG00000177311	ZBTB38
KAF7230326.1	G4P62_004113	ENSG00000129214	SHBG
KAF7230327.1	G4P62_004114	ENSG00000288301	NEURL4
KAF7230328.1	G4P62_004115	ENSG00000115677	HDLBP
KAF7230329.1	G4P62_004116	ENSG00000107165	TYRP1
KAF7230330.1	G4P62_004117	ENSG00000153714	LURAP1L
KAF7230331.1	G4P62_004118	ENSG00000107186	MPDZ
KAF7230332.1	G4P62_004118	ENSG00000107186	MPDZ
KAF7230333.1	G4P62_004119	ENSG00000150471	ADGRL3
KAF7230334.1	G4P62_004119	ENSG00000150471	ADGRL3
KAF7230335.1	G4P62_004119	ENSG00000150471	ADGRL3
KAF7230336.1	G4P62_004119	ENSG00000150471	ADGRL3
KAF7230337.1	G4P62_004119	ENSG00000150471	ADGRL3
KAF7230338.1	G4P62_004119	ENSG00000150471	ADGRL3
KAF7230339.1	G4P62_004119	ENSG00000150471	ADGRL3
KAF7230340.1	G4P62_004119	ENSG00000150471	ADGRL3
KAF7230341.1	G4P62_004120	ENSG00000165029	ABCA1
KAF7230342.1	G4P62_004121	ENSG00000120159	CAAP1
KAF7230343.1	G4P62_004122	ENSG00000107105	ELAVL2
KAF7230344.1	G4P62_004122	ENSG00000107105	ELAVL2
KAF7230345.1	G4P62_004122	ENSG00000107105	ELAVL2
KAF7230346.1	G4P62_004122	ENSG00000107105	ELAVL2
KAF7230347.1	G4P62_004123	ENSG00000130175	PRKCSH
KAF7230348.1	G4P62_004123	ENSG00000130175	PRKCSH
KAF7230349.1	G4P62_004125	ENSG00000176399	DMRTA1
KAF7230350.1	G4P62_004126	ENSG00000145384	FABP2
KAF7230351.1	G4P62_004127	ENSG00000157110	RBPMS
KAF7230352.1	G4P62_004127	ENSG00000157110	RBPMS
KAF7230353.1	G4P62_004128	ENSG00000104671	DCTN6
KAF7230354.1	G4P62_004128	ENSG00000104671	DCTN6
KAF7230355.1	G4P62_004128	ENSG00000104671	DCTN6
KAF7230356.1	G4P62_004128	ENSG00000104671	DCTN6
KAF7230357.1	G4P62_004128	ENSG00000104671	DCTN6
KAF7230358.1	G4P62_004129	ENSG00000185053	SGCZ
KAF7230359.1	G4P62_004135	ENSG00000181982	CCDC149
KAF7230360.1	G4P62_004135	ENSG00000181982	CCDC149
KAF7230361.1	G4P62_004135	ENSG00000181982	CCDC149
KAF7230362.1	G4P62_004136	ENSG00000155592	ZKSCAN2
KAF7230363.1	G4P62_004137	ENSG00000109606	DHX15
KAF7230364.1	G4P62_004138	ENSG00000109819	PPARGC1A
KAF7230365.1	G4P62_004138	ENSG00000109819	PPARGC1A
KAF7230366.1	G4P62_004138	ENSG00000109819	PPARGC1A
KAF7230367.1	G4P62_004138	ENSG00000109819	PPARGC1A
KAF7230368.1	G4P62_004138	ENSG00000109819	PPARGC1A
KAF7230369.1	G4P62_004139	ENSG00000249948	GBA3
KAF7230370.1	G4P62_004140	ENSG00000152990	ADGRA3
KAF7230371.1	G4P62_004142	ENSG00000185774	KCNIP4
KAF7230372.1	G4P62_004142	ENSG00000185774	KCNIP4
KAF7230373.1	G4P62_004142	ENSG00000185774	KCNIP4
KAF7230374.1	G4P62_004142	ENSG00000185774	KCNIP4
KAF7230375.1	G4P62_004144	ENSG00000150961	SEC24D
KAF7230376.1	G4P62_004144	ENSG00000150961	SEC24D
KAF7230377.1	G4P62_004145	ENSG00000172403	SYNPO2
KAF7230378.1	G4P62_004145	ENSG00000172403	SYNPO2
KAF7230379.1	G4P62_004146	ENSG00000172399	MYOZ2
KAF7230380.1	G4P62_004146	ENSG00000172399	MYOZ2
KAF7230381.1	G4P62_004147	ENSG00000145390	USP53
KAF7230382.1	G4P62_004147	ENSG00000145390	USP53
KAF7230383.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230384.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230385.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230386.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230387.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230388.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230389.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230390.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230391.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230392.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230393.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230394.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230395.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230396.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230397.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230398.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230399.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230400.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230401.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230402.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230403.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230404.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230405.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230406.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230407.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230408.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230409.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230410.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230411.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230412.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230413.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230414.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230415.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230416.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230417.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230418.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230419.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230420.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230421.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230422.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230423.1	G4P62_004148	ENSG00000282932	PTPRD
KAF7230424.1	G4P62_004149	ENSG00000171408	PDE7B
KAF7230425.1	G4P62_004149	ENSG00000171408	PDE7B
KAF7230426.1	G4P62_004150	ENSG00000118513	MYB
KAF7230427.1	G4P62_004150	ENSG00000118513	MYB
KAF7230428.1	G4P62_004150	ENSG00000118513	MYB
KAF7230429.1	G4P62_004150	ENSG00000118513	MYB
KAF7230430.1	G4P62_004151	ENSG00000112339	HBS1L
KAF7230431.1	G4P62_004151	ENSG00000112339	HBS1L
KAF7230432.1	G4P62_004152	ENSG00000118514	ALDH8A1
KAF7230433.1	G4P62_004153	ENSG00000118515	SGK1
KAF7230434.1	G4P62_004153	ENSG00000118515	SGK1
KAF7230435.1	G4P62_004153	ENSG00000118515	SGK1
KAF7230436.1	G4P62_004154	ENSG00000146411	SLC2A12
KAF7230437.1	G4P62_004155	ENSG00000028839	TBPL1
KAF7230438.1	G4P62_004155	ENSG00000028839	TBPL1
KAF7230439.1	G4P62_004156	ENSG00000118526	TCF21
KAF7230440.1	G4P62_004157	ENSG00000112319	EYA4
KAF7230441.1	G4P62_004157	ENSG00000112319	EYA4
KAF7230442.1	G4P62_004157	ENSG00000112319	EYA4
KAF7230443.1	G4P62_004157	ENSG00000112319	EYA4
KAF7230444.1	G4P62_004157	ENSG00000112319	EYA4
KAF7230445.1	G4P62_004157	ENSG00000112319	EYA4
KAF7230446.1	G4P62_004157	ENSG00000112319	EYA4
KAF7230447.1	G4P62_004157	ENSG00000112319	EYA4
KAF7230448.1	G4P62_004158	ENSG00000112306	RPS12
KAF7230449.1	G4P62_004159	ENSG00000142669	SH3BGRL3
KAF7230450.1	G4P62_004160	ENSG00000198478	SH3BGRL2
KAF7230451.1	G4P62_004161	ENSG00000135338	LCA5
KAF7230452.1	G4P62_004161	ENSG00000135338	LCA5
KAF7230453.1	G4P62_004162	ENSG00000154319	FAM167A
KAF7230454.1	G4P62_004162	ENSG00000154319	FAM167A
KAF7230455.1	G4P62_004163	ENSG00000136280	CCM2
KAF7230456.1	G4P62_004163	ENSG00000136280	CCM2
KAF7230457.1	G4P62_004163	ENSG00000136280	CCM2
KAF7230458.1	G4P62_004164	ENSG00000171044	XKR6
KAF7230459.1	G4P62_004165	ENSG00000285032	MTMR9
KAF7230460.1	G4P62_004166	ENSG00000184860	SDR42E1
KAF7230461.1	G4P62_004166	ENSG00000184860	SDR42E1
KAF7230462.1	G4P62_004167	ENSG00000254093	PINX1
KAF7230463.1	G4P62_004167	ENSG00000254093	PINX1
KAF7230464.1	G4P62_004167	ENSG00000254093	PINX1
KAF7230465.1	G4P62_004167	ENSG00000254093	PINX1
KAF7230466.1	G4P62_004168	ENSG00000285438	SOX7
KAF7230467.1	G4P62_004169	ENSG00000183638	RP1L1
KAF7230468.1	G4P62_004170	ENSG00000136573	BLK
KAF7230469.1	G4P62_004171	ENSG00000115226	FNDC4
KAF7230470.1	G4P62_004172	ENSG00000157978	LDLRAP1
KAF7230471.1	G4P62_004173	ENSG00000034677	RNF19A
KAF7230472.1	G4P62_004173	ENSG00000034677	RNF19A
KAF7230473.1	G4P62_004173	ENSG00000034677	RNF19A
KAF7230474.1	G4P62_004174	ENSG00000163795	ZNF513
KAF7230475.1	G4P62_004174	ENSG00000163795	ZNF513
KAF7230476.1	G4P62_004175	ENSG00000115234	SNX17
KAF7230477.1	G4P62_004176	ENSG00000138085	ATRAID
KAF7230478.1	G4P62_004177	ENSG00000115211	EIF2B4
KAF7230479.1	G4P62_004177	ENSG00000115211	EIF2B4
KAF7230480.1	G4P62_004178	ENSG00000100722	ZC3H14
KAF7230481.1	G4P62_004178	ENSG00000100722	ZC3H14
KAF7230482.1	G4P62_004178	ENSG00000100722	ZC3H14
KAF7230483.1	G4P62_004178	ENSG00000100722	ZC3H14
KAF7230484.1	G4P62_004178	ENSG00000100722	ZC3H14
KAF7230485.1	G4P62_004179	ENSG00000156127	BATF
KAF7230486.1	G4P62_004180	ENSG00000119686	FLVCR2
KAF7230487.1	G4P62_004180	ENSG00000119686	FLVCR2
KAF7230488.1	G4P62_004181	ENSG00000119699	TGFB3
KAF7230489.1	G4P62_004182	ENSG00000119715	ESRRB
KAF7230490.1	G4P62_004183	ENSG00000119596	YLPM1
KAF7230491.1	G4P62_004183	ENSG00000119596	YLPM1
KAF7230492.1	G4P62_004183	ENSG00000119596	YLPM1
KAF7230493.1	G4P62_004183	ENSG00000119596	YLPM1
KAF7230494.1	G4P62_004183	ENSG00000119596	YLPM1
KAF7230495.1	G4P62_004183	ENSG00000119596	YLPM1
KAF7230496.1	G4P62_004183	ENSG00000119596	YLPM1
KAF7230497.1	G4P62_004184	ENSG00000140044	JDP2
KAF7230498.1	G4P62_004185	ENSG00000170345	FOS
KAF7230499.1	G4P62_004186	ENSG00000170345	FOS
KAF7230500.1	G4P62_004187	ENSG00000170348	TMED10
KAF7230501.1	G4P62_004188	ENSG00000119718	EIF2B2
KAF7230502.1	G4P62_004189	ENSG00000157856	DRC1
KAF7230503.1	G4P62_004190	ENSG00000081087	OSTM1
KAF7230504.1	G4P62_004190	ENSG00000081087	OSTM1
KAF7230505.1	G4P62_004191	ENSG00000112333	NR2E1
KAF7230506.1	G4P62_004192	ENSG00000112335	SNX3
KAF7230507.1	G4P62_004193	ENSG00000135537	AFG1L
KAF7230508.1	G4P62_004193	ENSG00000135537	AFG1L
KAF7230509.1	G4P62_004194	ENSG00000118689	FOXO3
KAF7230510.1	G4P62_004195	ENSG00000118690	ARMC2
KAF7230511.1	G4P62_004195	ENSG00000118690	ARMC2
KAF7230512.1	G4P62_004196	ENSG00000080546	SESN1
KAF7230513.1	G4P62_004196	ENSG00000080546	SESN1
KAF7230514.1	G4P62_004197	ENSG00000183137	CEP57L1
KAF7230515.1	G4P62_004197	ENSG00000183137	CEP57L1
KAF7230516.1	G4P62_004197	ENSG00000183137	CEP57L1
KAF7230517.1	G4P62_004198	ENSG00000135535	CD164
KAF7230518.1	G4P62_004198	ENSG00000135535	CD164
KAF7230519.1	G4P62_004199	ENSG00000185250	PPIL6
KAF7230520.1	G4P62_004199	ENSG00000185250	PPIL6
KAF7230521.1	G4P62_004200	ENSG00000178295	GEN1
KAF7230522.1	G4P62_004201	ENSG00000151379	MSGN1
KAF7230526.1	G4P62_004203	ENSG00000048544	MRPS10
KAF7230527.1	G4P62_004203	ENSG00000048544	MRPS10
KAF7230528.1	G4P62_004204	ENSG00000130338	TULP4
KAF7230529.1	G4P62_004205	ENSG00000146433	TMEM181
KAF7230530.1	G4P62_004205	ENSG00000146433	TMEM181
KAF7230531.1	G4P62_004205	ENSG00000146433	TMEM181
KAF7230532.1	G4P62_004206	ENSG00000146425	DYNLT1
KAF7230533.1	G4P62_004208	ENSG00000272047	GTF2H5
KAF7230534.1	G4P62_004209	ENSG00000122335	SERAC1
KAF7230535.1	G4P62_004210	ENSG00000120279	MYCT1
KAF7230536.1	G4P62_004211	ENSG00000131018	SYNE1
KAF7230537.1	G4P62_004212	ENSG00000146476	ARMT1
KAF7230538.1	G4P62_004212	ENSG00000146476	ARMT1
KAF7230539.1	G4P62_004212	ENSG00000146476	ARMT1
KAF7230540.1	G4P62_004212	ENSG00000146476	ARMT1
KAF7230541.1	G4P62_004212	ENSG00000146476	ARMT1
KAF7230542.1	G4P62_004213	ENSG00000181472	ZBTB2
KAF7230543.1	G4P62_004214	ENSG00000131016	AKAP12
KAF7230544.1	G4P62_004214	ENSG00000131016	AKAP12
KAF7230545.1	G4P62_004215	ENSG00000120254	MTHFD1L
KAF7230546.1	G4P62_004215	ENSG00000120254	MTHFD1L
KAF7230547.1	G4P62_004215	ENSG00000120254	MTHFD1L
KAF7230548.1	G4P62_004216	ENSG00000135604	STX11
KAF7230549.1	G4P62_004217	ENSG00000135604	STX11
KAF7230550.1	G4P62_004218	ENSG00000111962	UST
KAF7230551.1	G4P62_004219	ENSG00000111961	SASH1
KAF7230552.1	G4P62_004219	ENSG00000111961	SASH1
KAF7230553.1	G4P62_004219	ENSG00000111961	SASH1
KAF7230554.1	G4P62_004219	ENSG00000111961	SASH1
KAF7230555.1	G4P62_004219	ENSG00000111961	SASH1
KAF7230556.1	G4P62_004219	ENSG00000111961	SASH1
KAF7230557.1	G4P62_004219	ENSG00000111961	SASH1
KAF7230558.1	G4P62_004219	ENSG00000111961	SASH1
KAF7230559.1	G4P62_004220	ENSG00000164506	STXBP5
KAF7230560.1	G4P62_004221	ENSG00000118492	ADGB
KAF7230561.1	G4P62_004222	ENSG00000118508	RAB32
KAF7230562.1	G4P62_004223	ENSG00000152822	GRM1
KAF7230563.1	G4P62_004223	ENSG00000152822	GRM1
KAF7230564.1	G4P62_004224	ENSG00000118496	FBXO30
KAF7230565.1	G4P62_004225	ENSG00000179477	ALOX12B
KAF7230566.1	G4P62_004226	ENSG00000112425	EPM2A
KAF7230567.1	G4P62_004227	ENSG00000152818	UTRN
KAF7230568.1	G4P62_004227	ENSG00000152818	UTRN
KAF7230569.1	G4P62_004227	ENSG00000152818	UTRN
KAF7230570.1	G4P62_004227	ENSG00000152818	UTRN
KAF7230571.1	G4P62_004227	ENSG00000152818	UTRN
KAF7230572.1	G4P62_004227	ENSG00000152818	UTRN
KAF7230573.1	G4P62_004227	ENSG00000152818	UTRN
KAF7230574.1	G4P62_004227	ENSG00000152818	UTRN
KAF7230575.1	G4P62_004227	ENSG00000152818	UTRN
KAF7230576.1	G4P62_004227	ENSG00000152818	UTRN
KAF7230577.1	G4P62_004227	ENSG00000152818	UTRN
KAF7230578.1	G4P62_004228	ENSG00000119614	VSX2
KAF7230579.1	G4P62_004229	ENSG00000154930	ACSS1
KAF7230580.1	G4P62_004229	ENSG00000154930	ACSS1
KAF7230581.1	G4P62_004230	ENSG00000119688	ABCD4
KAF7230582.1	G4P62_004231	ENSG00000285281	SGPP1
KAF7230583.1	G4P62_004232	ENSG00000140015	KCNH5
KAF7230584.1	G4P62_004233	ENSG00000126790	L3HYPDH
KAF7230585.1	G4P62_004234	ENSG00000100592	DAAM1
KAF7230586.1	G4P62_004235	ENSG00000088808	PPP1R13B
KAF7230587.1	G4P62_004235	ENSG00000088808	PPP1R13B
KAF7230588.1	G4P62_004235	ENSG00000088808	PPP1R13B
KAF7230589.1	G4P62_004235	ENSG00000088808	PPP1R13B
KAF7230590.1	G4P62_004236	ENSG00000111911	HINT3
KAF7230591.1	G4P62_004237	ENSG00000111912	NCOA7
KAF7230592.1	G4P62_004238	ENSG00000285109	GATA4
KAF7230594.1	G4P62_004240	ENSG00000284967	FDFT1
KAF7230595.1	G4P62_004241	ENSG00000164733	CTSB
KAF7230596.1	G4P62_004242	ENSG00000158201	ABHD3
KAF7230597.1	G4P62_004242	ENSG00000158201	ABHD3
KAF7230598.1	G4P62_004243	ENSG00000138669	PRKG2
KAF7230599.1	G4P62_004244	ENSG00000082482	KCNK2
KAF7230600.1	G4P62_004245	ENSG00000116194	ANGPTL1
KAF7230601.1	G4P62_004246	ENSG00000130340	SNX9
KAF7230602.1	G4P62_004246	ENSG00000130340	SNX9
KAF7230603.1	G4P62_004246	ENSG00000130340	SNX9
KAF7230604.1	G4P62_004246	ENSG00000130340	SNX9
KAF7230605.1	G4P62_004247	ENSG00000079931	MOXD1
KAF7230606.1	G4P62_004248	ENSG00000079931	MOXD1
KAF7230607.1	G4P62_004249	ENSG00000136643	RPS6KC1
KAF7230608.1	G4P62_004249	ENSG00000136643	RPS6KC1
KAF7230609.1	G4P62_004250	ENSG00000117707	PROX1
KAF7230610.1	G4P62_004250	ENSG00000117707	PROX1
KAF7230611.1	G4P62_004251	ENSG00000143499	SMYD2
KAF7230612.1	G4P62_004252	ENSG00000152104	PTPN14
KAF7230613.1	G4P62_004252	ENSG00000152104	PTPN14
KAF7230614.1	G4P62_004253	ENSG00000115138	POMC
KAF7230615.1	G4P62_004254	ENSG00000084710	EFR3B
KAF7230616.1	G4P62_004254	ENSG00000084710	EFR3B
KAF7230617.1	G4P62_004254	ENSG00000084710	EFR3B
KAF7230618.1	G4P62_004254	ENSG00000084710	EFR3B
KAF7230619.1	G4P62_004254	ENSG00000084710	EFR3B
KAF7230620.1	G4P62_004254	ENSG00000084710	EFR3B
KAF7230621.1	G4P62_004254	ENSG00000084710	EFR3B
KAF7230622.1	G4P62_004255	ENSG00000155897	ADCY8
KAF7230623.1	G4P62_004255	ENSG00000155897	ADCY8
KAF7230624.1	G4P62_004255	ENSG00000155897	ADCY8
KAF7230625.1	G4P62_004256	ENSG00000143799	PARP1
KAF7230626.1	G4P62_004257	ENSG00000183814	LIN9
KAF7230627.1	G4P62_004257	ENSG00000183814	LIN9
KAF7230628.1	G4P62_004259	ENSG00000182827	ACBD3
KAF7230629.1	G4P62_004259	ENSG00000182827	ACBD3
KAF7230630.1	G4P62_004260	ENSG00000135540	NHSL1
KAF7230631.1	G4P62_004260	ENSG00000135540	NHSL1
KAF7230632.1	G4P62_004260	ENSG00000135540	NHSL1
KAF7230633.1	G4P62_004260	ENSG00000135540	NHSL1
KAF7230634.1	G4P62_004260	ENSG00000135540	NHSL1
KAF7230635.1	G4P62_004260	ENSG00000135540	NHSL1
KAF7230636.1	G4P62_004261	ENSG00000051620	HEBP2
KAF7230637.1	G4P62_004262	ENSG00000137200	CMTR1
KAF7230638.1	G4P62_004262	ENSG00000137200	CMTR1
KAF7230639.1	G4P62_004262	ENSG00000137200	CMTR1
KAF7230640.1	G4P62_004262	ENSG00000137200	CMTR1
KAF7230641.1	G4P62_004262	ENSG00000137200	CMTR1
KAF7230642.1	G4P62_004262	ENSG00000137200	CMTR1
KAF7230643.1	G4P62_004262	ENSG00000137200	CMTR1
KAF7230644.1	G4P62_004262	ENSG00000137200	CMTR1
KAF7230645.1	G4P62_004263	ENSG00000180190	TDRP
KAF7230646.1	G4P62_004263	ENSG00000180190	TDRP
KAF7230647.1	G4P62_004264	ENSG00000147364	FBXO25
KAF7230648.1	G4P62_004264	ENSG00000147364	FBXO25
KAF7230649.1	G4P62_004265	ENSG00000184731	FAM110C
KAF7230650.1	G4P62_004268	ENSG00000151353	TMEM18
KAF7230651.1	G4P62_004269	ENSG00000155085	AK9
KAF7230652.1	G4P62_004270	ENSG00000112367	FIG4
KAF7230653.1	G4P62_004270	ENSG00000112367	FIG4
KAF7230654.1	G4P62_004271	ENSG00000146360	GPR6
KAF7230655.1	G4P62_004272	ENSG00000198937	CCDC167
KAF7230656.1	G4P62_004273	ENSG00000112290	WASF1
KAF7230657.1	G4P62_004273	ENSG00000112290	WASF1
KAF7230658.1	G4P62_004273	ENSG00000112290	WASF1
KAF7230659.1	G4P62_004274	ENSG00000168438	CDC40
KAF7230660.1	G4P62_004275	ENSG00000164694	FNDC1
KAF7230661.1	G4P62_004276	ENSG00000112096	SOD2
KAF7230662.1	G4P62_004277	ENSG00000146457	WTAP
KAF7230663.1	G4P62_004278	ENSG00000120437	ACAT2
KAF7230664.1	G4P62_004279	ENSG00000120438	TCP1
KAF7230665.1	G4P62_004280	ENSG00000120278	PLEKHG1
KAF7230666.1	G4P62_004280	ENSG00000120278	PLEKHG1
KAF7230667.1	G4P62_004281	ENSG00000100767	PAPLN
KAF7230668.1	G4P62_004282	ENSG00000100632	ERH
KAF7230669.1	G4P62_004283	ENSG00000100796	PPP4R3A
KAF7230670.1	G4P62_004283	ENSG00000100796	PPP4R3A
KAF7230671.1	G4P62_004284	ENSG00000134323	MYCN
KAF7230672.1	G4P62_004284	ENSG00000134323	MYCN
KAF7230673.1	G4P62_004284	ENSG00000134323	MYCN
KAF7230674.1	G4P62_004285	ENSG00000115364	MRPL19
KAF7230675.1	G4P62_004286	ENSG00000096093	EFHC1
KAF7230676.1	G4P62_004287	ENSG00000166979	EVA1C
KAF7230677.1	G4P62_004288	ENSG00000065308	TRAM2
KAF7230678.1	G4P62_004289	ENSG00000285327	XKR5
KAF7230679.1	G4P62_004290	ENSG00000057657	PRDM1
KAF7230680.1	G4P62_004290	ENSG00000057657	PRDM1
KAF7230681.1	G4P62_004291	ENSG00000085377	PREP
KAF7230682.1	G4P62_004292	ENSG00000187772	LIN28B
KAF7230683.1	G4P62_004293	ENSG00000164418	GRIK2
KAF7230684.1	G4P62_004293	ENSG00000164418	GRIK2
KAF7230685.1	G4P62_004294	ENSG00000160161	CILP2
KAF7230686.1	G4P62_004296	ENSG00000112246	SIM1
KAF7230687.1	G4P62_004296	ENSG00000112246	SIM1
KAF7230688.1	G4P62_004297	ENSG00000203877	RIPPLY2
KAF7230689.1	G4P62_004298	ENSG00000135324	MRAP2
KAF7230690.1	G4P62_004299	ENSG00000112297	CRYBG1
KAF7230691.1	G4P62_004299	ENSG00000112297	CRYBG1
KAF7230692.1	G4P62_004299	ENSG00000112297	CRYBG1
KAF7230693.1	G4P62_004300	ENSG00000130347	RTN4IP1
KAF7230694.1	G4P62_004301	ENSG00000112320	SOBP
KAF7230695.1	G4P62_004301	ENSG00000112320	SOBP
KAF7230696.1	G4P62_004302	ENSG00000171236	LRG1
KAF7230697.1	G4P62_004303	ENSG00000171236	LRG1
KAF7230698.1	G4P62_004304	ENSG00000162975	KCNF1
KAF7230699.1	G4P62_004305	ENSG00000143870	PDIA6
KAF7230700.1	G4P62_004305	ENSG00000143870	PDIA6
KAF7230701.1	G4P62_004306	ENSG00000115756	HPCAL1
KAF7230702.1	G4P62_004306	ENSG00000115756	HPCAL1
KAF7230703.1	G4P62_004306	ENSG00000115756	HPCAL1
KAF7230704.1	G4P62_004307	ENSG00000084674	APOB
KAF7230705.1	G4P62_004308	ENSG00000143878	RHOB
KAF7230708.1	G4P62_004310	ENSG00000068697	LAPTM4A
KAF7230709.1	G4P62_004311	ENSG00000132031	MATN3
KAF7230710.1	G4P62_004312	ENSG00000183891	TTC32
KAF7230711.1	G4P62_004313	ENSG00000284588	ZP2
KAF7230712.1	G4P62_004314	ENSG00000170745	KCNS3
KAF7230713.1	G4P62_004315	ENSG00000284588	ZP2
KAF7230714.1	G4P62_004316	ENSG00000156030	MIDEAS
KAF7230715.1	G4P62_004316	ENSG00000156030	MIDEAS
KAF7230716.1	G4P62_004316	ENSG00000156030	MIDEAS
KAF7230717.1	G4P62_004317	ENSG00000128881	TTBK2
KAF7230718.1	G4P62_004318	ENSG00000258289	CHURC1
